ID,YEAR,MONTH,TIME,Urea_Price,MP_Price,TSP_Price,Maize_Price,Rice_Price,Wheat_Price,Food_Price_Index,Energy_Price_Index,VIX_Index
41,1995,May,May-95,159,112.5,147.5,112,291,158.6,59.6,25.3,12.3
42,1995,Jun,Jun-95,90,112.5,147.5,119.9,326,170,61.8,24.3,11.9
43,1995,Jul,Jul-95,90,112.5,147.5,127,345.6,190.1,65.3,22.7,12.5
44,1995,Aug,Aug-95,90,112.5,147.5,126.4,339.5,184.4,63.8,23.3,12.8
45,1995,Sep,Sep-95,90,112.5,147.5,130.5,359.8,193.7,64.4,23.7,12.1
46,1995,Oct,Oct-95,90,112.5,150,140.9,382.6,203.8,66.3,23.2,14.4
47,1995,Nov,Nov-95,90,112.5,160.7,144,340.5,204.1,66.7,24.1,12.5
48,1995,Dec,Dec-95,90,112.5,162.5,148.7,341.5,208.9,67,26.2,11.8
49,1996,Jan,Jan-96,90,112.5,162.5,156.1,369.2,196.4,67.4,26.4,13.5
50,1996,Feb,Feb-96,90,112.5,169.1,164.8,368,206.2,68.7,28.2,15
51,1996,Mar,Mar-96,90,112.5,173.5,184.9,359.5,205.3,68.7,28.1,17.8
52,1996,Apr,Apr-96,160.4,112.5,173.5,190.4,327.2,239.5,72.2,28.7,16.6
53,1996,May,May-96,169.5,112.5,173.5,204,332.3,248.6,73.1,26.8,16.2
54,1996,Jun,Jun-96,172.1,112.5,174.6,197.6,341.5,215.2,71,26.6,16.4
55,1996,Jul,Jul-96,184.5,112.5,175.6,197.8,358,196.4,70,27.7,18
56,1996,Aug,Aug-96,187,112.5,178.6,185.5,335.5,181.5,69,28,15.8
57,1996,Sep,Sep-96,181.4,112.5,181.5,145.4,328.4,171,66.5,29.7,16.6
58,1996,Oct,Oct-96,172.3,112.5,182.5,127.9,312.8,169.6,63.1,31.9,16.4
59,1996,Nov,Nov-96,172.6,112.5,182.5,117.7,315,169.3,62.8,31.4,16
60,1996,Dec,Dec-96,174.5,112.5,182.5,117.7,319.2,167.8,63.2,33.8,19.3
61,1997,Jan,Jan-97,173.5,112.5,181.9,118.4,356,167.8,65.4,32.6,19.5
62,1997,Feb,Feb-97,160.4,112.5,181,121.7,347,164.2,66.3,28.2,20.1
63,1997,Mar,Mar-97,148,112.5,181,127.6,323.4,167.7,67.5,26.5,20.2
64,1997,Apr,Apr-97,135,112.5,177.6,124.4,304.5,175.6,66.5,25.2,19.7
65,1997,May,May-97,113.1,112.5,170,118.8,324.5,168.4,63.7,27,19.9
66,1997,Jun,Jun-97,108.5,112.5,170,112.1,323.2,141.2,61.3,25.4,20.2
67,1997,Jul,Jul-97,112.5,112.5,168.2,106.1,320,130.4,60,25.8,20.5
68,1997,Aug,Aug-97,102.5,112.5,163.5,112.9,285,139.4,60,26.6,23.1
69,1997,Sep,Sep-97,88.3,112.5,163.5,112.2,270.6,138.2,60.3,27.1,23.8
70,1997,Oct,Oct-97,87.5,112.5,164.3,120.4,265.8,136.2,60.6,28.8,23.9
71,1997,Nov,Nov-97,90.6,112.5,169.4,117.2,252.5,135.4,61.6,27.6,32.2
72,1997,Dec,Dec-97,90,112.5,172.5,113.5,269.7,129.7,60.6,24.4,26.3
73,1998,Jan,Jan-98,86.3,112.5,172.5,114.7,288,127.4,60.1,21.9,23.9
74,1998,Feb,Feb-98,77.5,112.5,172.5,113.4,297.3,128.3,60,21.2,20
75,1998,Mar,Mar-98,84.5,112.5,172.5,114.2,296,128.2,59.1,20.1,20.2
76,1998,Apr,Apr-98,100,112.5,173.7,107.1,311.5,118.2,60.2,20.6,22
77,1998,May,May-98,95,112.5,176.3,106.1,318.3,118.4,59.5,20.7,20.9
78,1998,Jun,Jun-98,88.4,112.5,177.5,104.2,325.5,112.4,57.4,19.1,21.7
79,1998,Jul,Jul-98,86,112.5,177.5,100.5,324.3,106.6,56.8,19.3,19.9
80,1998,Aug,Aug-98,85.5,112.5,175,87.9,321.4,97,54.4,18.4,31.6
81,1998,Sep,Sep-98,83.6,112.5,172.5,86.3,321.3,97.6,54.2,20.1,38.2
82,1998,Oct,Oct-98,75.6,112.5,171.6,95.5,298.8,112.2,54.8,19.3,36.6
83,1998,Nov,Nov-98,70.7,112.5,167.5,98.1,270,115.6,56.5,18,26.2
84,1998,Dec,Dec-98,65.5,112.5,167.5,95.8,277.8,111.8,54.7,15.9,25.5
85,1999,Jan,Jan-99,64.5,112.5,166.4,97.4,299.8,111.9,55,17.1,28
86,1999,Feb,Feb-99,64,112.5,163,94.2,280,104.3,51.6,16.3,28.8
87,1999,Mar,Mar-99,75.5,112.5,163,96.2,256.2,104.6,49.8,18.9,25.3
88,1999,Apr,Apr-99,64.5,112.5,163,94.1,235.5,102.3,49,22.2,23.5
89,1999,May,May-99,64.9,112.5,163,92.5,244.3,99.6,47.7,22.5,26.2
90,1999,Jun,Jun-99,63.8,112.5,161.8,93.7,253.8,99.9,46.6,23,23.6
91,1999,Jul,Jul-99,62.8,112.5,153.9,84,259,93,44.5,25.8,21.1
92,1999,Aug,Aug-99,65.7,112.5,151.3,85.7,244.5,98,46.5,27.9,24.3
93,1999,Sep,Sep-99,67.5,112.5,147.5,86.5,229.3,94.8,47.6,30.2,24.5
94,1999,Oct,Oct-99,65.4,112.5,145.1,85.8,217,88.6,47.1,29.8,24
95,1999,Nov,Nov-99,66,112.5,138,85.4,228,91.7,46.3,31.7,21.8
96,1999,Dec,Dec-99,66.8,112.5,138,87.2,233.8,90.4,45.9,32.8,22
97,2000,Jan,Jan-00,77.4,112.5,138,93.3,241.4,93.6,47.4,33.5,23.2
98,2000,Feb,Feb-00,90.1,112.5,138,95.2,241,98.2,47.9,35.9,23.6
99,2000,Mar,Mar-00,88.8,112.5,138,95.1,225.8,96.4,47.3,36.4,22.7
100,2000,Apr,Apr-00,83.3,112.5,138,95.2,214.8,94.4,48,32.5,27.2
101,2000,May,May-00,91,112.5,138,96.4,198.6,99.1,47.5,37.1,26.4
102,2000,Jun,Jun-00,105.1,112.5,138,84.3,196,103.4,46.5,40.7,21.5
103,2000,Jul,Jul-00,121.7,112.5,140.3,75.3,189,97.1,45,38.9,19.9
104,2000,Aug,Aug-00,133.4,112.5,142.5,75.6,186.5,96.7,45.2,40.7,18.1
105,2000,Sep,Sep-00,113.9,112.5,142.5,80.4,179,103.4,46.1,44.7,19.7
106,2000,Oct,Oct-00,111.1,112.5,141.3,85,187.5,107.8,46.4,44,25.2
107,2000,Nov,Nov-00,99.4,112.5,129,89.2,185,105,46.9,45.8,26.4
108,2000,Dec,Dec-00,96,112.5,129,97.6,184.3,113.7,48.6,42.8,26.5
109,2001,Jan,1-Jan,121,112.5,129,95.2,184.4,109.5,48.6,42.7,24.9
110,2001,Feb,1-Feb,105.3,112.5,129,92,184.5,103.3,48.1,40.7,23.4
111,2001,Mar,1-Mar,98.9,112.5,129,90.3,175,105.6,47.8,37.8,28.5
112,2001,Apr,1-Apr,95.3,112.5,129,88,163.8,106.2,47.2,38.5,28.1
113,2001,May,1-May,85,112.5,125.5,84.1,164.3,110.8,47.8,39.1,22.9
114,2001,Jun,1-Jun,87.5,112.5,122.5,83.3,168,109.4,48.3,37.9,20.9
115,2001,Jul,1-Jul,87.5,112.5,123.8,91.7,169.4,108.3,52.1,34.5,22.3
116,2001,Aug,1-Aug,88.8,112.5,125,93.1,168.3,104.2,51.8,35.4,21.9
117,2001,Sep,1-Sep,94.5,112.5,124.4,90.1,173,103.2,49.4,33.6,35.1
118,2001,Oct,1-Oct,96.1,112.5,124.4,86.6,170.6,104.8,46.8,29.1,32.7
119,2001,Nov,1-Nov,96.5,112.5,130,89.5,173.5,106.8,48.4,26.6,26.6
120,2001,Dec,1-Dec,101.2,112.5,131,91.9,179.3,104.4,48.5,26.3,23.7
121,2002,Jan,2-Jan,104.1,112.5,131,92,191.8,106.2,48.8,26.6,22.3
122,2002,Feb,2-Feb,99.6,112.5,138,90.8,195.3,103.8,48.1,27.6,22.9
123,2002,Mar,2-Mar,90.3,112.5,138,89.6,189,102.6,48.9,32.4,19
124,2002,Apr,2-Apr,84.7,112.5,132,87.1,190.2,104.8,48.5,34.7,19.9
125,2002,May,2-May,85.5,112.5,136.1,90.3,197.5,104.1,49.5,35,20.1
126,2002,Jun,2-Jun,92.8,112.5,128.9,94.1,202.7,115.4,51.2,33.4,25.3
127,2002,Jul,2-Jul,94.2,112.5,127.4,98.7,199.6,132.6,52.6,34.4,34.1
128,2002,Aug,2-Aug,105,112.5,133.3,108.9,190.3,149.6,53.3,35.6,33.7
129,2002,Sep,2-Sep,93,112.5,135.5,114.1,186.6,173.3,55.1,37.9,37.7
130,2002,Oct,2-Oct,92.3,112.5,133.1,109.7,186.3,180,55.1,38,35.2
131,2002,Nov,2-Nov,92.3,112.5,132,108.9,186.8,164.3,54.7,34.7,28.2
132,2002,Dec,2-Dec,99.4,112.5,131.5,107,186.5,149.2,55.8,39.2,28.2
133,2003,Jan,3-Jan,112,112.5,128.6,106.1,200.8,140.5,55.7,43.3,27.4
134,2003,Feb,3-Feb,132.1,112.5,136,105.9,198.8,141.7,55.3,48.8,32.2
135,2003,Mar,3-Mar,138.9,112.5,143.8,105.6,197,129.3,54.9,43.7,30.6
136,2003,Apr,3-Apr,118.6,112.5,145,105.5,195,126.1,54.3,37.8,24
137,2003,May,3-May,128.1,112.5,146,107.5,198,131.1,54.2,39,20.2
138,2003,Jun,3-Jun,133.9,112.5,148.3,107.3,203.4,118.2,54,41,20.4
139,2003,Jul,3-Jul,142.8,112.5,150.9,96.8,198.5,115.8,52.8,40.7,19.2
140,2003,Aug,3-Aug,141.5,112.5,150,100.7,195,133.5,53.9,41.8,19.3
141,2003,Sep,3-Sep,146.8,112.5,153.6,104.1,197.6,130.7,55.6,38.4,19.5
142,2003,Oct,3-Oct,150.6,112.5,164,105.4,195.8,130.1,59.8,40.7,18
143,2003,Nov,3-Nov,153.5,112.5,163,108.5,193.4,141.4,62.2,40.8,17.4
144,2003,Dec,3-Dec,159.4,112.5,162.9,111.2,198.3,145.1,61.9,44.1,16.8
145,2004,Jan,4-Jan,160.3,112.5,171.6,115.5,212.8,147.3,63.9,45.6,16.1
146,2004,Feb,4-Feb,134.5,112.5,177.1,123.5,213.3,141.7,66.2,44.9,16
147,2004,Mar,4-Mar,130.5,112.5,177.5,127.9,237.8,142.6,69.8,47.7,17.7
148,2004,Apr,4-Apr,128.4,112.5,177.5,133.5,240.8,146.1,69.1,48.4,15.7
149,2004,May,4-May,135.9,112.5,177.5,128.2,232,143.2,66.5,53.5,17.7
150,2004,Jun,4-Jun,158.3,112.5,177.5,123.3,229,136.9,64.2,51.5,15.3
151,2004,Jul,4-Jul,185,112.5,191.5,104.9,230.8,132.4,62.6,53.8,15.5
152,2004,Aug,4-Aug,196.2,125.9,195,104.1,239,122.1,61.1,57.5,16.7
153,2004,Sep,4-Sep,218.1,143.5,195,97.9,235.3,126.8,60.8,56.5,14.1
154,2004,Oct,4-Oct,242.1,146,195,93.8,244,123.1,59.7,64.1,15
155,2004,Nov,4-Nov,224.5,151.2,198.5,93.8,259.2,127.1,59.4,58.5,13.6
156,2004,Dec,4-Dec,185.3,152.5,202,95.4,278.3,123.6,59.8,55.8,12.5
157,2005,Jan,5-Jan,184.6,152.5,202,96.3,287,122.8,60,59.7,13.4
158,2005,Feb,5-Feb,185.8,152.5,202,94.1,290,123.1,62.1,61.6,11.7
159,2005,Mar,5-Mar,217.1,152.5,202,99.9,292.8,130,65.3,69.3,13.1
160,2005,Apr,5-Apr,242.1,152.5,202,96.3,297.3,120.1,63.3,69.4,14.5
161,2005,May,5-May,256,152.5,201.6,95.4,293.8,119.2,62.7,65.5,14
162,2005,Jun,5-Jun,217.5,152.5,201.5,97.1,285,122.5,62.4,72.9,11.9
163,2005,Jul,5-Jul,221.9,152.5,201.3,107.5,276.8,130.2,61.9,76.4,11.1
164,2005,Aug,5-Aug,208.5,152.5,201.4,101.7,282.8,131.6,61,84.9,13
165,2005,Sep,5-Sep,210.4,152.5,201,96.4,285.3,137.4,62,88.8,12.6
166,2005,Oct,5-Oct,215.5,152.5,201,101.9,286.4,143.1,63.1,86.1,14.9
167,2005,Nov,5-Nov,235,167.5,201,95.4,277.8,136.4,62,78.6,12.2
168,2005,Dec,5-Dec,213.9,167.5,201,102.1,280.5,140,63.7,83.3,11.3
169,2006,Jan,6-Jan,202.3,167.5,201,102.7,291.3,144.6,64.8,84.7,12
170,2006,Feb,6-Feb,213.9,167.5,201,107.1,301.5,158.9,67.4,80.5,12.5
171,2006,Mar,6-Mar,243.1,167.5,200.6,105.3,303.5,155.8,66.2,81.2,11.7
172,2006,Apr,6-Apr,247.5,167.5,200.5,107.7,302.3,161.2,65.8,89.2,11.9
173,2006,May,6-May,229.5,167.5,200.5,110.7,308,176.6,68.2,88.8,14.6
174,2006,Jun,6-Jun,210,167.5,200.5,109.4,312.5,176.9,65.8,88.4,16.9
175,2006,Jul,6-Jul,205.5,172.5,202,114,315.4,181.4,66.9,93.1,15.3
176,2006,Aug,6-Aug,210.5,192.5,202,116.6,312.7,165.1,66.6,93.4,13.4
177,2006,Sep,6-Sep,215.1,192.5,202,121.8,309.2,164.9,66.4,80.1,12.2
178,2006,Oct,6-Oct,209.2,192.5,202,142.2,301,182.4,69.3,77,11.3
179,2006,Nov,6-Nov,227.4,192.5,202,164.5,296.3,182.3,72.6,79.3,10.8
180,2006,Dec,6-Dec,251.7,192.5,205.5,160.4,305,179.5,72.9,81.3,11
181,2007,Jan,7-Jan,265,192.5,207.5,164.8,313,172.6,73.5,73.2,11
182,2007,Feb,7-Feb,299.4,192.5,215,177.4,315,175.3,75.9,79.4,11.2
183,2007,Mar,7-Mar,318.1,192.5,254.5,170.5,318.7,173.3,75.6,81.6,15.2
184,2007,Apr,7-Apr,291,192.5,300,152.8,316.5,178.6,75.5,86.8,12.9
185,2007,May,7-May,293.1,192.5,338.1,160.2,317.6,178,77.9,86.9,13.3
186,2007,Jun,7-Jun,291.9,192.5,355,165.3,323.3,206.5,81.5,90,15
187,2007,Jul,7-Jul,269.5,192.5,355,146.8,328.8,222,83.4,94.8,17.3
188,2007,Aug,7-Aug,260.6,192.5,377.5,151.2,327.5,240.7,84.7,91.2,25
189,2007,Sep,7-Sep,305,197.5,392.5,159.4,325,298,89.4,98.3,22.2
190,2007,Oct,7-Oct,323.8,202.5,402.9,164.2,329.2,303.6,92.8,105.4,19.1
191,2007,Nov,7-Nov,366.3,202.5,423.8,171.3,342,286.5,96.2,116.6,25.6
192,2007,Dec,7-Dec,401.7,202.5,446.9,180.3,360.7,339.2,99.9,115,21.7
193,2008,Jan,8-Jan,376.6,230.6,539.2,206.7,375.6,336.1,106.2,118,25.8
194,2008,Feb,8-Feb,328.1,240,729.4,220.1,464.8,393.9,116.1,123.6,25.5
195,2008,Mar,8-Mar,371,240,875.6,234.4,594,403.8,123.9,133.3,27.1
196,2008,Apr,8-Apr,462.5,393,1029,246.4,907,326.9,127.6,142.5,21.6
197,2008,May,8-May,633.8,546,1037,243.5,901.8,288.4,127.3,159.4,18.3
198,2008,Jun,8-Jun,642,546,1043.1,287.1,757,314.2,131.2,172.2,22.1
199,2008,Jul,8-Jul,733.8,546,1112.5,265.3,731.8,299.4,128.1,173.4,24.3
200,2008,Aug,8-Aug,785,546,1131.5,235,693.5,304.2,116.1,149.3,20.7
201,2008,Sep,8-Sep,744.5,546,1079.3,233.9,683.8,263.1,108.7,132.4,30.3
202,2008,Oct,8-Oct,575,546,965,183.1,609.3,202.8,91.2,100.9,61.2
203,2008,Nov,8-Nov,287.5,546,606,163.8,552,194.1,85.3,80,62.7
204,2008,Dec,8-Dec,240,546,405,158.3,531.8,188.8,82.2,64.5,52.4
205,2009,Jan,9-Jan,273.8,546,350,172.8,580,211.3,88.6,65.6,44.7
206,2009,Feb,9-Feb,281.3,580.1,320,163.4,590.8,195.2,87.7,60.7,45.6
207,2009,Mar,9-Mar,268.5,682.5,295,164.6,588.3,199.1,87.3,64.2,44.8
208,2009,Apr,9-Apr,245.6,682.5,278,168.5,549.7,200.9,90.6,66.3,38.1
209,2009,May,9-May,236.3,682.5,245,179.9,533,227.2,96.6,74.9,32
210,2009,Jun,9-Jun,239.7,682.5,220,179.5,574.5,227.3,96.9,86.9,29.1
211,2009,Jul,9-Jul,243.8,615.6,224,151.6,572,195.3,92.2,81.1,26.2
212,2009,Aug,9-Aug,251.5,530,225,152,526.3,179.6,95.6,88.3,25.3
213,2009,Sep,9-Sep,232.3,425,225,150.4,518.8,156.9,92.5,84.5,24.9
214,2009,Oct,9-Oct,234.9,425,246.5,167.3,493,163.7,93.6,92.4,24.3
215,2009,Nov,9-Nov,243.5,425,228.5,171.6,542.8,177.6,96.8,96.2,23.8
216,2009,Dec,9-Dec,262,425,232,164.6,591,171.2,97.6,95.9,21.2
217,2010,Jan,10-Jan,266.5,389.4,296.3,167.3,568.8,167.8,98.5,99.9,20.6
218,2010,Feb,10-Feb,297.5,374.4,300,161.8,535,160.2,95.4,96.7,22.5
219,2010,Mar,10-Mar,278.7,340,354.4,159.1,502.2,156.5,92.6,100.2,17.8
220,2010,Apr,10-Apr,253.8,340,372.5,157.1,466,156.8,91.7,104.7,17.4
221,2010,May,10-May,234,334.5,352.8,163.4,451.3,158.3,90.4,95.6,31.9
222,2010,Jun,10-Jun,226.3,312.5,346.8,152.8,440,149.2,89.1,95.6,29.9
223,2010,Jul,10-Jul,259.4,312.5,360,163.8,441.8,182.7,93.8,95.3,25.6
224,2010,Aug,10-Aug,263.5,312.5,380.8,175.6,452.8,219.9,99.3,96.1,24.8
225,2010,Sep,10-Sep,308.8,312.5,428,205.9,476.5,240.4,104.7,96.1,22.5
226,2010,Oct,10-Oct,332.5,312.5,455,235.8,486,234.6,110.4,101.6,20.4
227,2010,Nov,10-Nov,365.4,322.5,463.8,238.2,514.5,241.8,114,105.6,20.1
228,2010,Dec,10-Dec,380.6,322.5,472.5,250.4,532,274.5,120.3,112.7,17.6
229,2011,Jan,11-Jan,378.5,322.5,475,265,516.8,296,125.2,117,17.3
230,2011,Feb,11-Feb,297.5,374.4,490,292.9,524,317.6,129.3,121.8,17.4
231,2011,Mar,11-Mar,278.7,340,494,290.5,492.8,285.4,123.6,133.1,20.7
232,2011,Apr,11-Apr,253.8,340,535.6,319.3,484.3,307.3,125.1,141.9,16.2
233,2011,May,11-May,234,334.5,547.5,307.9,481.4,307.2,123.3,133.1,16.9
234,2011,Jun,11-Jun,478.8,355,549.5,310.6,513.8,285.3,123.3,131.2,19.2
235,2011,Jul,11-Jul,483.8,442.5,555,300.8,538.3,271.5,124,133.7,19.2
236,2011,Aug,11-Aug,475.5,442.5,560,310.2,566,288.7,125.5,125.2,35
237,2011,Sep,11-Sep,508.8,442.5,560,295.3,598.8,272.3,123.3,125.5,36.5
238,2011,Oct,11-Oct,493.5,435,592.5,274.8,599.4,251.6,117,124.2,32.8
239,2011,Nov,11-Nov,481.3,435,570,274.4,615.3,244.5,116.1,129.4,31.9
240,2011,Dec,11-Dec,423.1,450,530,258.7,585.8,236.1,114,128,25.1
241,2012,Jan,12-Jan,368,495,435,272.8,542,243.7,116,130.6,20.2
242,2012,Feb,12-Feb,375,495,445,279.5,537.5,246,119.1,136.2,18.4
243,2012,Mar,12-Mar,393.1,495,441.3,280.7,548,243.5,122.5,141.2,16.2
244,2012,Apr,12-Apr,494.4,477.5,441.3,274,547.8,228.1,123.2,136.1,17.8
245,2012,May,12-May,513.1,477.5,485,269.3,600.5,228.9,120.6,126.3,21
246,2012,Jun,12-Jun,456.9,477.5,485,267.3,600,242,119.9,111.5,21.1
247,2012,Jul,12-Jul,307.5,279.5,485,333.1,573.8,310.8,132.1,118.6,17.6
248,2012,Aug,12-Aug,382.5,477.5,485,332,567.8,315.6,132.4,127.7,15.7
249,2012,Sep,12-Sep,384.4,477.5,485,320.9,563.3,316.7,131.1,128.5,15.3
250,2012,Oct,12-Oct,349,477.5,474,321.2,558.3,318.4,126.5,125.9,16.3
251,2012,Nov,12-Nov,383.5,477.5,447.5,321.6,559.3,319.5,123.8,124.1,16.7
252,2012,Dec,12-Dec,375.8,477.5,435,308.7,557.8,303,122.8,124.2,17.3
253,2013,Jan,13-Jan,380,395,428,303.1,564.2,288.2,121.3,128.4,13.5
254,2013,Feb,13-Feb,415.6,395,419,302.7,563,271.7,120.8,131.2,14.1
255,2013,Mar,13-Mar,395.6,395,415,309,559,263.3,120,126.2,13
256,2013,Apr,13-Apr,365.6,395,409,279.9,557,264.2,116.4,123.1,14
257,2013,May,13-May,358.1,395,410,295.5,543.5,276.1,116.7,123.2,13.5
258,2013,Jun,13-Jun,329.4,395,410,298.4,524.3,266.9,117.6,122.9,17.3
259,2013,Jul,13-Jul,312.5,395,410,279.5,509,257.5,114.4,128.1,14
260,2013,Aug,13-Aug,310.6,395,360,238.7,478.8,258.9,110.3,130.9,14.2
261,2013,Sep,13-Sep,301,395,344,207.4,444,257.5,109.9,131.6,14.7
262,2013,Oct,13-Oct,296.9,395,324,201.7,439,278.2,110.1,128.3,15.4
263,2013,Nov,13-Nov,305,395,320,199.1,438,259.8,109.2,125.4,12.9
264,2013,Dec,13-Dec,305,395,320,197.4,451,246.1,108.6,129.5,14.2
265,2014,Jan,14-Jan,330,395,333,198.1,450,230,106.5,126.4,14.2
266,2014,Feb,14-Feb,353.1,307.6,367,209.3,459,242.8,108.3,130.6,15.5
267,2014,Mar,14-Mar,327.5,278.5,384,222.3,422,275.6,113.8,127.9,14.8
268,2014,Apr,14-Apr,260,299,383,222.4,395,276.4,112.3,128.4,14.2
269,2014,May,14-May,265,300.9,385,217.3,388,287.9,112.1,129,12.5
270,2014,Jun,14-Jun,288.8,301.5,389,202.4,397,261.7,109,131.5,11.5
271,2014,Jul,14-Jul,305,279.5,390,182.7,422,238.6,105.7,126.9,12.3
272,2014,Aug,14-Aug,311.3,279.5,391,176.4,445,229.2,103.8,121.2,13.5
273,2014,Sep,14-Sep,317.5,279.5,398,163.1,432,211.2,100.3,116.6,13.5
274,2014,Oct,14-Oct,317.5,279.5,398,163.1,428,210.7,99.5,106.2,18.1
275,2014,Nov,14-Nov,317.5,279.5,385,178.7,418,216,101.2,96.4,13.4
276,2014,Dec,14-Dec,308.1,279.5,381,178.7,418,234.9,99.7,78.6,16.3
277,2015,Jan,15-Jan,305,279.5,381.5,174.7,420,213,97.2,63.1,19.1
278,2015,Feb,15-Feb,305,279.5,382.5,173.7,420,201.7,94.3,70.9,15.9
279,2015,Mar,15-Mar,295.5,283.4,383,174.2,410,202.7,92.4,68.4,14.8
280,2015,Apr,15-Apr,260,299,380,172.1,399,195.9,91.5,71.9,13.5
281,2015,May,15-May,265,300.9,380,166.3,381,193.2,89.7,77.6,13.3
282,2015,Jun,15-Jun,288.8,301.5,380,166.7,376,199.8,88.9,76.1,14.3
283,2015,Jul,15-Jul,283.8,301.5,380,179.6,392,199.2,89.9,68.8,14.4
284,2015,Aug,15-Aug,274.6,301.5,378.8,162.6,373,173.5,84.7,59.3,19.4
285,2015,Sep,15-Sep,279.4,301.5,379,165.6,357,164.1,82.9,59.7,24.4
286,2015,Oct,15-Oct,250.6,301.5,380,171.4,373,165.5,84.2,59.7,16.8
287,2015,Nov,15-Nov,263.6,301.5,366.4,166.2,368,157.8,82.9,54.8,16.2
288,2015,Dec,15-Dec,264,301.5,360,164,363,163.9,83,47.4,18
289,2016,Jan,16-Jan,233.9,301.5,334,161,369,164.6,83.1,40,23.7
290,2016,Feb,16-Feb,191.9,301.5,286.3,159.7,384,159.3,83.8,40.8,22.5
291,2016,Mar,16-Mar,201.8,301.5,291.3,159.1,384,164.1,85.9,47.2,15.9
292,2016,Apr,16-Apr,196.3,301.5,295,164.4,395,163.4,88.5,51,14.3
